donor_id,full_name,gender,age,weight_kg,height_cm,blood_pressure,pulse_rate,latitude,longitude,bmi,hemoglobin_g_dl,medications,email,password_hash,mobile,city,blood_group,availability,months_since_first_donation,days_since_last_donation,total_donations,total_litres_donated,last_donation_date,show_rate,avg_response_time_hours,response_history,record_created
JD000285,ضحى الموسوس,Female,34,74.4,156.2,117/85,72,32.51307,35.854779,30.48,14.2,None,vsmwm@example.net,10556a19d0c33335d5bc235100f31d86ac053da40e5159e7ad84ed5a82192528,0788430316,Irbid,O-,Yes,6,56,4,1.8,2025-11-18,0.91,5.9,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000286,ضحى جعفر,Male,43,76.3,173.0,134/80,68,31.864194,35.899268,25.47,14.4,Metformin,waslalbamyp@example.net,6301145e0c325b8c838492d12ada3e98086f4c25906ca3753de7a449286e26d7,0779873353,Amman,A-,Yes,72,56,1,0.45,2025-11-18,0.76,8.5,['no_response'],2026-01-13 03:46:18
JD000287,ميسون بنو كنز,Male,36,68.9,166.0,112/85,68,31.92508,36.069096,25.01,14.4,None,ualqaey@example.net,6e486b159349c3e6024b409765bd8477dc8075c72de7ea11f0733a1de88fb930,0772916300,Amman,O+,Yes,47,59,3,1.35,2025-11-15,0.77,2.7,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000288,السيدة ماذى الزماميري,Male,26,96.0,167.3,122/75,89,32.061154,35.99222,34.29,13.2,Lisinopril,zahrtglb-bn-wal@example.org,00dac2f786881a5144f23c549ef3ad5cd6154553db026f5166b31474b6f1fa5b,0785788272,Amman,O+,Yes,52,105,5,2.25,2025-09-30,0.92,1.1,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000289,عبد القهّار السمان,Male,41,50.0,174.0,114/78,77,31.894021,36.024236,16.51,13.9,None,ljwdp@example.org,46303ebe9310b4d92d7baaf3d1b9740f8b889b46572dfaea300d11b01028ff7f,0785582561,Amman,O-,Yes,117,91,2,0.9,2025-10-14,0.71,0.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000290,ريان البيطار,Male,54,61.3,166.1,133/83,73,32.019204,35.988676,22.21,14.3,None,mdrnahyd@example.com,26e431ead3e56cffb97c8f4ea7e558124eae71b802df18b4a62ec8ab0a548dd2,0779783521,Amman,AB+,Yes,41,240,2,0.9,2025-05-18,0.91,2.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000291,السيد رامز جزيني,Male,37,87.0,178.1,97/64,60,32.039404,36.086497,27.43,13.2,"Lisinopril, Metformin",murdytrablsy@example.com,0c3cafee81a87af9c6ad4fd7a201d0350bccce8efa9d99f270e8fda1d736db33,0774920691,Zarqa,A+,No,11,228,4,1.8,2025-05-30,0.77,0.1,"['responded', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000292,لورين شويفاتي,Male,41,56.2,170.6,144/87,74,32.591227,35.786567,19.3,13.7,Aspirin,erpedly@example.org,ebdb2596ec987bb9903d92e3b392b60494fafe9938cffa0ffe1b2a0d1718d0c8,0777094288,Irbid,A+,No,43,56,4,1.8,2025-11-18,0.79,0.6,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000293,رضي عاملة,Male,31,86.5,189.7,125/87,83,31.974225,35.923344,24.04,14.4,None,ryfxndf@example.org,3148ea2dd87001f217e6efea87965a66dfb473dca347ba64e2f039ba3f968b06,0778544039,Amman,A+,No,60,189,3,1.35,2025-07-08,0.83,8.3,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000294,ترف خولان,Male,44,75.3,171.5,106/94,61,29.565435,35.039204,25.59,13.2,None,wlad-zyansyd@example.net,4742de2eb771b0255b4b3a1052f34e6c3ae8ba949eb2824a48fe3249254b82f8,0776343899,Aqaba,A+,Yes,21,119,3,1.35,2025-09-16,0.76,1.3,"['responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000295,الأستاذ ثقيف الكواهلة,Male,29,75.5,174.8,110/84,62,32.095887,36.057101,24.71,14.5,None,almwrkpmyad@example.net,58351b203bb5159fead3aaab70a76e83a21c8a208306ade457f60e2a9c849e37,0794329825,Zarqa,A+,No,72,83,2,0.9,2025-10-22,0.77,1.5,"['no_response', 'responded']",2026-01-13 03:46:18
JD000296,السيد وصفي خزاعة,Male,29,80.8,166.3,111/71,63,31.921949,35.84378,29.23,13.4,None,bny-byattmym@example.org,88a6cac21b6a7140197d6f5e661e822782633a206c0b2e6b45637378d5524c90,0789818732,Amman,O+,No,67,137,3,1.35,2025-08-29,0.85,3.4,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000297,محمود يشكر,Male,33,76.0,166.2,104/88,76,30.567597,35.831511,27.5,14.7,None,hykl14@example.net,8faacbe71483f548ce73637bfeead55128a009d0380112269933b1d92cc67741,0792298015,Other,O+,No,69,56,4,1.8,2025-11-18,0.72,1.2,"['responded', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000298,شادن سبيع,Male,40,107.7,184.9,102/78,64,31.899246,35.820713,31.49,16.9,"Lisinopril, Atorvastatin",mhran29@example.org,17abcceb5aef3ba480a106abcd2bbe075bfbfbfb2c6e3a2f9f6637f7895d69de,0774657869,Amman,O+,Yes,51,174,2,0.9,2025-07-23,0.92,2.1,"['responded', 'responded']",2026-01-13 03:46:18
JD000299,خلدون بني عطية,Male,36,82.0,180.8,126/70,64,32.148334,36.145162,25.07,16.3,None,nalsahly@example.org,ebb7119aee084bd684d3c2aaea7fbafa29c016ebc517299e822eff3c6a3c77fa,0787067025,Zarqa,AB+,Yes,98,56,2,0.9,2025-11-18,0.89,2.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000300,وجيه البامية,Male,36,57.6,176.5,125/71,78,32.005297,35.917406,18.5,14.4,None,alqbanybhyp@example.org,c7b61f904917791975ead736f7bbb04facdab7e738924edcd7d41ff747bac820,0791499422,Amman,A+,No,49,60,2,0.9,2025-11-14,0.88,0.6,"['responded', 'responded']",2026-01-13 03:46:18
JD000301,دعاء فراهيد,Male,21,53.5,182.7,110/76,75,31.949002,36.007178,16.04,14.1,Lisinopril,rabhbnw-alhmr-bn-alharv@example.com,0cccc285dddc2d27aa9c2e1d494dedcb74d4faf20676bd21c0cb8d4047e78f48,0787939326,Amman,A+,Yes,104,98,5,2.25,2025-10-07,0.59,0.3,"['responded', 'responded', 'responded', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000302,نجيب الحجر بن الهنوء بن الأزد,Male,38,90.9,177.1,119/82,72,31.978114,36.077135,28.99,15.1,None,bny-hajreta@example.com,b53dddebc9221b9824a4ea5379464018eabab5bd510867443dd870f42e8b59a5,0771282643,Amman,O+,Yes,114,61,3,1.35,2025-11-13,0.72,3.0,"['responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000303,أجوان بنو خالد,Female,38,57.7,161.1,114/68,70,32.527317,35.789217,22.22,12.4,None,lamarbyep@example.com,b12fe70b64f2def3d6ba7cc90a6a273ddd883c0c3299141d703f1cd823833f64,0794342573,Irbid,O-,No,61,61,4,1.8,2025-11-13,0.9,3.0,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000304,نبهان معتوق,Male,46,62.5,176.2,138/83,66,30.765149,35.711385,20.14,14.5,"Aspirin, Atorvastatin",nzyh52@example.org,12da7ad7d834d83ae251de29439692b35aa523ef02db8367de537037f8148eda,0787000176,Other,B+,No,118,132,4,1.8,2025-09-03,0.73,2.0,"['no_response', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000305,معمّر بني هاجر,Female,45,65.1,158.9,112/89,70,31.867281,36.060361,25.75,12.7,None,ysarhyl@example.net,1b47a6688997fe949ba44aea883a71ed8a905f41304a3826466c257ee964565b,0786452694,Amman,A-,No,66,260,2,0.9,2025-04-28,0.56,0.6,"['responded', 'responded']",2026-01-13 03:46:18
JD000306,السيدة ابتهال الداودي,Male,25,97.3,171.2,138/83,68,32.08978,36.125343,33.19,15.7,None,swmyrpzhdy@example.com,628f4ea8c715daba414a905f93ed5dd6f2bd95849b8cef51ea61b453af37f9a6,0794756860,Zarqa,O+,No,75,293,3,1.35,2025-03-26,0.93,3.9,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000307,الأستاذة ميرال كندة,Male,40,86.4,173.1,115/76,73,31.955389,35.875552,28.82,15.4,None,almwswsmeyn@example.com,b51bb8f0b8a303b30cad55ce0052d256d429ac229b1b3943908af436583e4b41,0797451367,Amman,B+,Yes,29,152,6,2.7,2025-08-14,0.52,2.9,"['no_response', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000308,المهندس حمدان بنو عدي,Female,24,71.7,156.5,112/91,64,32.032805,36.048016,29.27,13.5,None,slah27@example.org,a87b23b9efb219110161f382fd4d70263dd7199bd7b28ecb67d083550b038c74,0792569528,Amman,O+,No,79,56,3,1.35,2025-11-18,0.8,0.7,"['no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000309,مأمون حوالة,Male,36,90.4,193.1,143/75,64,31.352721,36.16628,24.25,14.6,None,kmalbny-hajr@example.net,32a06bc3647cb34cc827a3415f8b1e8562179693d396f9ef1d4ae62816d9f497,0797882368,Other,O-,Yes,117,56,8,3.6,2025-11-18,0.74,2.9,"['no_response', 'no_response', 'responded', 'responded', 'responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000310,المهندسة أروى السروري,Male,28,55.7,164.7,119/87,76,31.053621,36.076267,20.54,14.5,None,jasmbnw-aleryj@example.org,91c10ebc3493a7711d29e3e7c58f5f9b07046521984f5793e18ac2b26b2ad849,0778669195,Other,A+,No,72,130,2,0.9,2025-09-05,0.56,0.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000311,بلماء الكبابيش,Male,32,91.0,178.0,120/68,66,31.366297,36.101582,28.73,13.4,None,razy24@example.com,dd56f46861902c1d974c574fa15d41286b8c96eb36f5d3e76daa8cc653d3dca6,0797051716,Other,A+,Yes,58,211,1,0.45,2025-06-16,0.96,13.2,['responded'],2026-01-13 03:46:18
JD000312,الآنسة حياة التوتنجي,Male,46,62.3,185.3,118/86,83,32.597591,35.83678,18.16,13.8,None,mnaf86@example.org,b791eed86c475c9a26b6b8c8a50d8290f78202a8c49c83829d2fb62f20b2e2ed,0782633962,Irbid,A+,No,37,95,1,0.45,2025-10-10,0.74,6.5,['responded'],2026-01-13 03:46:18
JD000313,نغم القرجولي,Male,27,81.0,180.3,123/84,65,32.111242,36.035587,24.92,14.9,None,nwr-alhqsmwm@example.net,6ccda63b12b6850886b231b0f8af91158b8e6d54cf4c5e014e252248e1e9a39e,0779312594,Zarqa,A+,Yes,84,56,2,0.9,2025-11-18,0.83,10.6,"['responded', 'responded']",2026-01-13 03:46:18
JD000314,سليم متني,Male,23,83.5,179.3,133/76,60,31.967495,36.046862,25.97,14.3,None,bnw-dmrprazy@example.com,18a2f41ea9a1506ca58f4ac649ba0b80ca07fc027c3ac2116b292b211f4069ac,0771326777,Amman,O+,No,44,87,2,0.9,2025-10-18,0.65,1.9,"['no_response', 'responded']",2026-01-13 03:46:18
JD000315,جلنار عامر بن صعصعة,Male,34,73.9,184.3,125/90,62,31.112866,36.124054,21.74,14.7,None,vqyf20@example.net,9ec1046b26c80eb6525accd20e06096e85a32905f64f4aed99a64b149a42ea1c,0787477474,Other,A+,Yes,72,56,6,2.7,2025-11-18,0.78,1.6,"['responded', 'responded', 'responded', 'no_response', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000316,شادن القلموني,Male,37,77.5,174.3,107/71,68,32.140863,36.059631,25.51,14.2,"Aspirin, Lisinopril",alshwlmmtaz@example.com,df7b91ff008af02904a5f5dfeb9d0d1612f9c4c0064bd31d8f45bd13ebdc6b8b,0788335727,Zarqa,O+,Yes,62,239,2,0.9,2025-05-19,0.81,0.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000317,الأستاذ صابر خولان,Male,25,68.7,168.8,114/79,76,32.479295,35.828063,24.1,12.9,None,bnw-hnyfpwsym@example.net,a5f5b33399d56849ec798d5e4912d2b677c81493b9cd6aee374bdaf0eebc35aa,0792111957,Irbid,B+,Yes,48,459,6,2.7,2024-10-11,0.9,13.1,"['responded', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000318,هايدي طه,Male,38,55.0,177.0,93/75,75,32.033196,35.975508,17.54,14.2,Metformin,typjlnar@example.net,6a5dc34bd1e5f6f660b52fc583a8852a59d43a40d6a403d6330c2a08d70ad7f8,0787672931,Amman,O+,No,12,56,4,1.8,2025-11-18,0.76,6.2,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000319,الأستاذة ريف الحواش,Male,47,61.8,181.2,130/81,69,31.085236,36.05889,18.82,14.6,Aspirin,alweryealyp@example.com,0b2556a2327bf4e341ef593b142527629a6f2fa231cac05f7286f0d85ebfd394,0788371368,Other,O+,No,119,56,4,1.8,2025-11-18,0.92,1.7,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000320,ميلاء بتروني,Male,27,75.7,182.9,136/74,60,31.091406,36.036036,22.65,12.5,None,syamramh@example.net,b0b0875cc040da60372a398f95814b9da8033a5c74907051db3e1ba3eed260c9,0788303952,Other,A+,No,23,56,1,0.45,2025-11-18,0.44,6.2,['no_response'],2026-01-13 03:46:18
JD000321,عبّاس حرب,Male,29,50.0,177.0,105/95,84,32.039686,35.946673,15.96,12.6,None,naldswqy@example.com,9b031b8b3cb503fc71d78e2f1e90b9dca3c54bfe7e39c82171657db076f02ec5,0774919495,Amman,O+,Yes,66,118,6,2.7,2025-09-17,0.99,3.6,"['responded', 'responded', 'no_response', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000322,شيّق وهبة,Male,36,97.9,180.9,118/76,86,31.746391,35.791888,29.94,14.2,Aspirin,trfqbylp-hyl-albqwm@example.com,083c5d8a5a88beb79912fc48a8da3946d9f81824937599595b8f774a9e4e5f15,0794974552,Madaba,O+,Yes,0,365,0,0.0,2025-01-13,0.85,4.5,[],2026-01-13 03:46:18
JD000323,ديمه جزيني,Male,26,81.7,173.0,127/87,80,31.937148,35.846429,27.29,14.2,None,qtynpymam@example.net,d767fb9589a798a6f53bd561e0f821e8d713cc4b7d98dbadfd33dc1ca2a96ad7,0781800726,Amman,O+,Yes,98,56,1,0.45,2025-11-18,0.89,8.3,['responded'],2026-01-13 03:46:18
JD000324,الدكتورة بهجة الديسي,Male,29,76.0,174.5,122/73,85,32.106923,36.040218,24.95,14.4,None,falbamyp@example.org,b449d895f30489b96ddcbed895f57bbfc0f80eeaf049d1119e40711e88e9942b,0781769461,Zarqa,O+,No,52,57,4,1.8,2025-11-17,0.72,1.6,"['responded', 'no_response', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000325,سامح بنو شعبة,Male,42,70.5,162.9,137/75,74,31.213034,36.050847,26.57,12.5,"Atorvastatin, Aspirin",oalmtwly@example.net,c92f2382541d2b24fc54d1b2887f1cdff73ab07bc376a4ea2a14c0f9e8df76b4,0799115777,Other,A+,No,13,86,3,1.35,2025-10-19,0.71,0.3,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000326,جلنار بنو عدي,Male,27,87.4,171.0,107/100,68,31.817604,35.946861,29.86,13.1,Aspirin,xbjylp@example.com,3b529b170a1fa2ff9cc20270d6aa2a5e0897dde6e780e561481497594480b96d,0774152534,Amman,A+,No,86,56,3,1.35,2025-11-18,0.73,1.9,"['responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000327,السيد سراج الدّين بنو هلال,Male,39,50.0,162.3,99/85,70,32.083413,35.907706,18.99,13.4,None,hmadbnw-xald@example.org,2c69df5e32bcaf655260805374935d1a64b5ee346b4f65c54e8833a94354dfd1,0771964134,Amman,A+,Yes,9,161,3,1.35,2025-08-05,0.7,2.1,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000328,السيدة حياة راجح,Female,31,63.4,161.1,122/100,78,30.750564,36.266422,24.44,13.8,None,almhrpdahk@example.org,67051bf7bf6352c6cf745b1d78ceb71f3af9b6a5b67b55a7e52160b8b238aa08,0778257504,Other,O-,Yes,41,66,4,1.8,2025-11-08,0.9,3.9,"['no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000329,فردوس طسم,Male,39,95.1,167.6,125/80,80,31.899895,35.874603,33.89,12.5,None,amran@example.com,71d0f2712d8912c29da97d3c171d4e8cd4aa4da9610f3b2fe5f5971232637c3f,0777428591,Amman,A-,Yes,30,56,4,1.8,2025-11-18,0.88,14.3,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000330,السيد صاحب بنو ياس,Male,41,74.9,179.1,123/81,68,32.581662,35.914591,23.34,16.0,None,edwy43@example.net,adca6183f9f31b77648f71a16da584e1e14783c6a6f3a1a008df0b590dd66c1b,0795904643,Irbid,AB+,No,113,518,2,0.9,2024-08-13,0.86,2.2,"['responded', 'no_response']",2026-01-13 03:46:18
JD000331,الدكتور صدر الدّين عجرمة (العجارمة),Male,47,83.0,174.4,110/80,76,32.055117,35.979491,27.3,14.1,None,njwanmetwq@example.com,58ba7626517edf0f90370f86bb87daa13c377266d6a461985965642d08202660,0783743078,Amman,A+,Yes,33,60,2,0.9,2025-11-14,0.69,7.4,"['no_response', 'responded']",2026-01-13 03:46:18
JD000332,جهراء سرندح,Female,34,78.7,151.1,122/78,72,32.561296,35.817763,34.43,13.9,None,wrbyep@example.net,95be3edd7102944319afb0b42d282cb5b8c9ea17b799ce57282cde3a0cbbe913,0789114342,Irbid,A+,Yes,109,100,5,2.25,2025-10-05,0.66,0.2,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000333,الأستاذة ليان الرباطاب,Male,50,72.1,183.0,119/70,71,32.011279,36.085304,21.54,15.4,Lisinopril,wsfy74@example.org,9086ea1fddd4405cc22b6a8c06ae30b51658641b84c5c7a3d3fd5813e1c72a86,0798418975,Zarqa,O+,Yes,67,111,3,1.35,2025-09-24,0.79,3.5,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000334,سيّد بنو هلال,Male,34,60.1,157.0,115/70,82,32.034458,36.062368,24.41,13.5,None,kxzaep@example.org,f9cb4ffec1671c75de23e9772712753ea210861d31c31a003bc6eb31de659cfe,0794236921,Zarqa,O+,Yes,93,56,4,1.8,2025-11-18,0.64,4.3,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000335,الدكتورة تولين ألمع,Male,35,70.0,171.6,131/96,65,31.11384,35.617238,23.77,13.0,Atorvastatin,msbahaljaewny@example.com,1ac66caeadcb9ef3bb51acc3358326fb36209375870c77737df62a79dcef63fd,0783308462,Other,O+,Yes,8,56,5,2.25,2025-11-18,0.78,2.9,"['no_response', 'no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000336,الأستاذة بيلسان شمران,Male,33,77.4,173.7,130/68,60,32.58756,35.814735,25.68,14.8,Metformin,qhmyr@example.org,839ced023e0e7e4ab99a6a0e870f68837f172534d3ee5705a10df8aab00aec3f,0778211413,Irbid,AB+,No,18,56,10,4.5,2025-11-18,0.67,1.5,"['no_response', 'responded', 'responded', 'no_response', 'no_response', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000337,ابتهاج الديسي,Female,18,77.9,148.4,113/89,76,30.539331,36.154867,35.35,12.8,None,mmwn72@example.com,d218b7b5462ce56c729e329c484a6f567ba084879c9c31ff50ba61488d947063,0798433680,Other,O+,No,11,195,4,1.8,2025-07-02,0.94,2.3,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000338,هزار بدرية,Female,34,50.8,175.4,130/90,60,31.889026,35.939143,16.52,12.0,Metformin,ealhaby@example.com,2ea510cbbf2081b38abfcc01f2aabb1ea2ebddd53ec15ac17e7259f9fa44de93,0783127696,Amman,A+,Yes,10,56,2,0.9,2025-11-18,0.89,2.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000339,نشأت الدواسر,Male,34,92.7,171.9,142/84,68,32.066204,35.949011,31.38,12.5,None,cbnw-emrw@example.org,b6998b8c78abab1460251622fc199299a5164201a9285c66f4c24b0ed104d63b,0781940466,Amman,O+,No,29,267,1,0.45,2025-04-21,0.68,0.3,['responded'],2026-01-13 03:46:18
JD000340,المهندسة باسمة بنو هلال,Male,35,65.8,170.9,110/82,76,29.562658,34.990653,22.54,14.6,None,wjyh39@example.org,4494cc4191f9cd0b638ce74c970d1f20b29e60c08d8bd62543a5d21b00e1b465,0771850385,Aqaba,O+,No,52,56,2,0.9,2025-11-18,0.71,3.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000341,المهندس عدنان غطفان,Male,32,96.6,176.0,108/76,73,31.8837,35.971493,31.16,15.6,"Aspirin, Atorvastatin",mhjwsym@example.org,6957aa096b6937dfc02272abdd0377da00b29efcceee9aa3bdc57220c520ebbe,0777115449,Amman,O+,Yes,111,412,3,1.35,2024-11-27,0.86,2.8,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000342,السيدة ميرا بارق,Male,43,79.6,160.9,117/70,79,31.994559,36.085283,30.77,12.9,None,barqjryr@example.net,e3084fcb5b960f6286fd9bd9d2e13814d92f49a0ba721d64a30be0c685a37550,0775084346,Amman,B+,Yes,8,56,5,2.25,2025-11-18,0.76,0.5,"['responded', 'responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000343,أفراح قليبو,Male,50,70.0,180.6,132/92,75,32.478135,35.855702,21.46,15.8,None,wbnw-sed-bn-lyv-bn-bkr@example.org,3a418c29dc50f0144be09f0962fc33fb222c6f1a133fbc087bd76bb4db245b29,0787148959,Irbid,B+,No,52,56,4,1.8,2025-11-18,0.76,3.0,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000344,سالم المملوك,Male,37,67.2,169.9,137/72,68,32.575354,35.859129,23.31,12.5,None,radalqdmany@example.net,22b4edc1232589e6343003a6b2271fa26c48a7178d785ee66bfe0f37e38516f7,0775107458,Irbid,A+,No,83,82,4,1.8,2025-10-23,0.85,0.0,"['no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000345,السيدة بهية عتيبة,Male,40,62.8,183.5,125/95,60,32.291522,35.9114,18.63,16.7,"Aspirin, Lisinopril",gsmwm@example.net,572e59e84dbc7aae46f48c30f8bec37c7969449700ce1583529683bb02854a4a,0789210107,Jerash,A+,No,81,163,1,0.45,2025-08-03,0.83,1.2,['responded'],2026-01-13 03:46:18
JD000346,الآنسة ريف الشرفاء,Male,43,107.5,176.3,121/84,79,31.950767,36.057441,34.59,13.6,None,jalmrazyq@example.org,698d39af21f3acb10a8b710a970626fc4a0ec57ed231222b8682677446f2a058,0778690078,Amman,O+,No,49,185,2,0.9,2025-07-12,0.94,1.2,"['responded', 'responded']",2026-01-13 03:46:18
JD000347,الدكتور مرعي بلغازي,Male,48,50.0,171.3,123/75,73,32.034814,36.162374,17.03,13.6,"Lisinopril, Metformin",nafe75@example.net,0a2fe38cd029ccf73273889446d1018557f360eb70cb087f4c461dcb49cc54ce,0797065445,Zarqa,A+,Yes,45,56,1,0.45,2025-11-18,0.92,0.3,['responded'],2026-01-13 03:46:18
JD000348,الأستاذ رمزي الداودي,Male,23,76.6,173.9,109/70,68,32.031705,35.827409,25.35,14.8,None,tdrwy@example.net,78bf617e0c0b909ca4241e26587507d5295dd74dd55c00fae6397d1b92a021f3,0795664681,Amman,A+,Yes,108,56,3,1.35,2025-11-18,0.73,3.4,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000349,جلنار درويش,Male,34,91.4,178.9,130/89,72,32.121556,36.047412,28.56,13.3,None,tqy27@example.org,a537d6bd731c32dcd47302b484eaff7430fc821701d23ca06d4a40243f798214,0777462777,Zarqa,B+,No,112,69,6,2.7,2025-11-05,0.8,0.4,"['responded', 'responded', 'responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000350,الدكتور عبد الباقي زحلاوي,Male,39,72.4,191.7,109/75,84,32.106287,36.176464,19.7,13.1,Aspirin,oalrbatab@example.org,6cd16f12c8e6fcaa3ddb5d20ad6ca54496f01cb7bbbfa1b562a768b5ad905dcb,0784788355,Zarqa,O+,No,0,365,0,0.0,2025-01-13,0.67,5.3,[],2026-01-13 03:46:18
JD000351,قدري قليبو,Female,26,80.0,158.7,115/80,67,31.702134,35.797042,31.79,13.3,Lisinopril,mutwly75@example.net,10eb4163ca67cc0ec46fb47f9b0df01372a79d5bb4c0e77db51b5bd726134ea5,0773923697,Madaba,O-,Yes,103,91,2,0.9,2025-10-14,0.9,7.4,"['no_response', 'responded']",2026-01-13 03:46:18
JD000352,نظام بنو خالد,Male,44,64.3,167.6,125/87,65,32.029029,35.871227,22.9,14.2,None,fyadtq@example.net,6125f67be76e2472c8e7385a1cdeafb61491ddddbd94b64bd72b61e183d51ce3,0771476682,Amman,A+,Yes,71,56,2,0.9,2025-11-18,0.7,1.8,"['responded', 'no_response']",2026-01-13 03:46:18
